Fecha,Apertura,Máximo,Mínimo,Cierre,Vol.,% var.
19/08/2010,"32,408.45","32,421.20","31,972.12","32,153.63",137.76M,-0.79%
20/08/2010,"32,132.22","32,291.83","32,016.66","32,291.67",82.79M,0.43%
23/08/2010,"32,295.57","32,404.52","32,105.93","32,142.67",113.47M,-0.46%
24/08/2010,"32,136.37","32,136.37","31,361.33","31,364.89",239.87M,-2.42%
25/08/2010,"31,366.63","31,463.50","30,916.05","31,453.72",232.62M,0.28%
26/08/2010,"31,472.21","31,633.79","31,172.72","31,217.99",162.80M,-0.75%
27/08/2010,"31,238.61","31,757.03","31,237.80","31,755.35",153.25M,1.72%
30/08/2010,"31,746.76","31,815.79","31,374.07","31,382.67",109.68M,-1.17%
31/08/2010,"31,381.39","31,692.10","31,361.93","31,679.85",414.45M,0.95%
01/09/2010,"31,680.59","32,385.51","31,680.59","32,339.23",231.94M,2.08%
02/09/2010,"32,339.91","32,538.53","32,270.23","32,417.33",132.12M,0.24%
03/09/2010,"32,420.34","32,871.37","32,420.31","32,592.87",136.55M,0.54%
06/09/2010,"32,592.97","32,754.06","32,549.69","32,746.67",45.26M,0.47%
07/09/2010,"32,744.09","32,744.09","32,418.79","32,448.40",141.38M,-0.91%
08/09/2010,"32,452.22","32,561.38","32,409.60","32,409.60",188.21M,-0.12%
09/09/2010,"32,409.53","32,606.90","32,409.53","32,518.98",143.41M,0.34%
10/09/2010,"32,519.30","32,631.39","32,451.17","32,626.87",106.89M,0.33%
13/09/2010,"32,628.28","33,098.88","32,628.28","32,921.63",144.50M,0.90%
14/09/2010,"32,921.53","33,097.03","32,771.02","33,058.00",147.30M,0.41%
15/09/2010,"33,054.62","33,059.88","32,887.42","33,046.69",178.08M,-0.03%
20/09/2010,"33,057.01","33,288.42","32,973.05","33,273.53",198.84M,0.69%
21/09/2010,"33,273.91","33,396.21","33,199.31","33,296.69",169.36M,0.07%
22/09/2010,"33,296.63","33,301.17","33,126.65","33,207.21",146.62M,-0.27%
23/09/2010,"33,205.50","33,338.33","32,885.02","33,091.13",136.44M,-0.35%
24/09/2010,"33,097.00","33,439.51","33,097.00","33,280.75",184.28M,0.57%
27/09/2010,"33,279.82","33,305.37","33,111.67","33,122.44",129.27M,-0.48%
28/09/2010,"33,124.69","33,275.46","32,969.97","33,258.53",140.59M,0.41%
29/09/2010,"33,259.87","33,334.88","33,128.98","33,186.76",133.95M,-0.22%
30/09/2010,"33,187.51","33,530.83","33,052.49","33,330.34",219.40M,0.43%
01/10/2010,"33,332.21","33,812.31","33,332.05","33,807.48",203.30M,1.43%
04/10/2010,"33,807.72","34,156.76","33,791.16","34,040.17",288.20M,0.69%
05/10/2010,"34,040.54","34,364.45","34,004.63","34,257.40",215.04M,0.64%
06/10/2010,"34,258.26","34,415.80","34,217.97","34,370.64",144.74M,0.33%
07/10/2010,"34,371.29","34,442.97","34,214.24","34,257.81",157.29M,-0.33%
08/10/2010,"34,258.57","34,472.83","34,153.75","34,464.82",128.12M,0.60%
11/10/2010,"34,465.08","34,650.59","34,255.23","34,465.41",149.26M,0.00%
12/10/2010,"34,464.17","34,464.17","34,186.09","34,437.39",169.33M,-0.08%
13/10/2010,"34,444.83","34,902.94","34,444.83","34,798.65",227.71M,1.05%
14/10/2010,"34,796.95","34,992.52","34,756.68","34,836.50",186.54M,0.11%
15/10/2010,"34,838.99","34,931.70","34,545.90","34,741.54",181.98M,-0.27%
18/10/2010,"34,748.31","34,920.61","34,680.76","34,919.31",145.27M,0.51%
19/10/2010,"34,918.93","34,918.93","34,452.01","34,452.21",131.79M,-1.34%
20/10/2010,"34,462.13","34,901.30","34,449.79","34,880.47",200.41M,1.24%
21/10/2010,"34,894.02","35,236.36","34,835.70","34,965.25",187.30M,0.24%
22/10/2010,"34,966.46","35,166.26","34,864.64","35,120.88",126.19M,0.45%
25/10/2010,"35,123.34","35,429.23","35,073.19","35,262.89",120.32M,0.40%
26/10/2010,"35,264.26","35,401.15","35,132.65","35,373.39",225.97M,0.31%
27/10/2010,"35,380.75","35,384.13","35,021.98","35,262.90",165.44M,-0.31%
28/10/2010,"35,259.92","35,547.42","35,229.30","35,376.72",266.58M,0.32%
29/10/2010,"35,400.36","35,630.10","35,304.23","35,568.22",229.23M,0.54%
01/11/2010,"35,573.72","35,885.65","35,551.28","35,722.71",132.33M,0.43%
03/11/2010,"35,722.83","35,998.01","35,716.72","35,843.81",215.07M,0.34%
04/11/2010,"35,844.66","36,322.52","35,844.66","36,198.60",246.34M,0.99%
05/11/2010,"36,198.60","36,376.07","36,133.08","36,317.51",122.47M,0.33%
08/11/2010,"36,317.51","36,543.39","36,130.15","36,543.39",135.85M,0.62%
09/11/2010,"36,543.39","36,813.99","36,188.68","36,198.03",194.75M,-0.95%
10/11/2010,"36,198.03","36,534.53","36,003.39","36,417.47",191.72M,0.61%
11/11/2010,"36,417.14","36,421.96","36,219.77","36,304.54",123.06M,-0.31%
12/11/2010,"36,304.67","36,307.07","35,966.45","36,057.39",134.92M,-0.68%
16/11/2010,"36,057.33","36,057.33","35,606.28","35,648.21",164.08M,-1.13%
17/11/2010,"35,645.44","35,867.07","35,620.49","35,842.48",252.58M,0.54%
18/11/2010,"35,844.67","36,322.12","35,844.67","36,322.12",155.87M,1.34%
19/11/2010,"36,321.21","36,601.47","36,185.13","36,601.40",141.51M,0.77%
22/11/2010,"36,601.95","36,710.74","36,411.97","36,710.46",164.02M,0.30%
23/11/2010,"36,674.50","36,675.59","36,150.75","36,271.83",191.20M,-1.19%
24/11/2010,"36,271.83","37,085.94","36,271.83","37,079.28",223.10M,2.23%
25/11/2010,"37,078.97","37,153.94","36,921.91","36,969.20",54.32M,-0.30%
26/11/2010,"36,944.21","37,035.00","36,642.73","36,904.53",84.61M,-0.17%
29/11/2010,"36,904.53","36,916.46","36,498.62","36,890.61",129.44M,-0.04%
30/11/2010,"36,882.89","36,946.15","36,694.72","36,817.32",310.92M,-0.20%
01/12/2010,"36,817.32","37,302.98","36,817.32","37,277.56",157.95M,1.25%
02/12/2010,"37,279.07","37,736.25","37,255.32","37,399.47",202.82M,0.33%
03/12/2010,"37,399.47","37,527.00","37,259.08","37,385.91",143.75M,-0.04%
06/12/2010,"37,387.68","37,758.29","37,358.04","37,737.13",176.28M,0.94%
07/12/2010,"37,737.24","38,119.08","37,737.24","37,880.13",219.80M,0.38%
08/12/2010,"37,881.16","37,884.00","37,520.32","37,617.77",139.89M,-0.69%
09/12/2010,"37,621.14","37,739.74","37,445.64","37,567.39",155.96M,-0.13%
10/12/2010,"37,567.39","37,677.95","37,368.09","37,677.78",167.27M,0.29%
13/12/2010,"37,677.78","38,006.44","37,677.78","37,894.34",114.44M,0.57%
14/12/2010,"37,889.84","38,000.87","37,826.73","37,901.04",164.36M,0.02%
15/12/2010,"37,906.10","37,921.36","37,531.57","37,676.55",160.73M,-0.59%
16/12/2010,"37,731.33","37,843.55","37,638.69","37,832.86",117.49M,0.41%
17/12/2010,"37,832.86","38,532.42","37,627.54","37,997.34",278.65M,0.43%
20/12/2010,"37,997.18","38,139.18","37,865.98","37,975.48",105.79M,-0.06%
21/12/2010,"37,981.78","38,311.11","37,981.78","38,230.86",220.66M,0.67%
22/12/2010,"38,237.50","38,243.01","37,991.40","38,172.91",90.58M,-0.15%
23/12/2010,"38,172.91","38,199.14","38,039.78","38,131.47",81.63M,-0.11%
24/12/2010,"38,128.86","38,162.32","38,048.67","38,081.07",6.62M,-0.13%
27/12/2010,"38,081.07","38,139.84","37,833.52","38,132.85",50.94M,0.14%
28/12/2010,"38,132.87","38,218.65","38,113.01","38,147.51",76.70M,0.04%
29/12/2010,"38,147.51","38,271.44","38,111.01","38,230.20",67.12M,0.22%
30/12/2010,"38,230.82","38,383.77","38,183.63","38,243.14",68.10M,0.03%
31/12/2010,"38,244.51","38,550.79","38,189.85","38,550.79",80.39M,0.80%
03/01/2011,"38,552.87","38,876.76","38,536.71","38,605.80",124.19M,0.14%
04/01/2011,"38,605.80","38,720.83","38,454.94","38,542.16",131.45M,-0.16%
05/01/2011,"38,542.16","38,699.10","38,322.14","38,696.24",144.78M,0.40%
06/01/2011,"38,696.24","38,772.90","38,516.30","38,589.67",145.70M,-0.28%
07/01/2011,"38,597.90","38,711.74","38,346.38","38,600.86",144.05M,0.03%
10/01/2011,"38,608.68","38,633.83","38,184.10","38,378.16",155.05M,-0.58%
11/01/2011,"38,380.77","38,562.70","38,005.96","38,028.81",188.11M,-0.91%
12/01/2011,"38,028.81","38,347.40","37,874.76","37,963.31",172.64M,-0.17%
13/01/2011,"37,963.31","38,070.19","37,896.52","38,070.19",161.40M,0.28%
14/01/2011,"38,070.19","38,158.27","37,841.57","37,994.72",136.61M,-0.20%
17/01/2011,"37,996.16","38,213.05","37,984.55","38,096.91",52.44M,0.27%
18/01/2011,"38,095.68","38,247.07","37,953.86","38,151.30",195.69M,0.14%
19/01/2011,"38,160.39","38,357.66","37,766.18","37,810.16",144.68M,-0.89%
20/01/2011,"37,815.14","37,815.14","37,361.32","37,584.68",180.80M,-0.60%
21/01/2011,"37,584.68","37,731.05","37,321.11","37,321.11",148.83M,-0.70%
24/01/2011,"37,322.32","37,667.99","37,214.68","37,667.90",156.29M,0.93%
25/01/2011,"37,673.78","37,816.14","37,358.72","37,470.76",149.68M,-0.52%
26/01/2011,"37,485.57","37,647.93","37,330.10","37,585.40",166.53M,0.31%
27/01/2011,"37,585.40","37,709.92","37,437.94","37,447.70",157.78M,-0.37%
28/01/2011,"37,445.71","37,473.78","36,634.20","36,839.72",257.17M,-1.62%
31/01/2011,"36,843.09","36,982.24","36,622.57","36,982.24",183.41M,0.39%
01/02/2011,"36,983.57","37,618.10","36,983.57","37,618.10",210.83M,1.72%
02/02/2011,"37,619.18","38,014.88","37,539.98","37,948.75",199.70M,0.88%
03/02/2011,"37,901.46","37,904.65","37,667.44","37,739.08",200.46M,-0.55%
04/02/2011,"37,754.27","37,764.30","37,451.84","37,451.84",108.14M,-0.76%
08/02/2011,"37,457.42","37,566.05","37,301.15","37,565.65",153.03M,0.30%
09/02/2011,"37,567.00","37,570.36","36,910.76","36,986.94",191.62M,-1.54%
10/02/2011,"36,986.94","37,018.18","36,614.96","36,652.13",226.11M,-0.91%
11/02/2011,"36,648.44","37,034.25","36,523.74","37,011.49",181.23M,0.98%
14/02/2011,"37,018.56","37,082.90","36,900.34","36,998.93",154.65M,-0.03%
15/02/2011,"37,000.18","37,177.00","36,835.18","36,951.25",133.57M,-0.13%
16/02/2011,"36,946.50","37,179.50","36,946.50","37,074.93",153.52M,0.33%
17/02/2011,"37,074.93","37,290.65","37,024.53","37,226.43",154.64M,0.41%
18/02/2011,"37,228.26","37,664.78","37,191.22","37,522.30",171.70M,0.79%
21/02/2011,"37,522.30","37,550.38","37,170.03","37,242.05",47.50M,-0.75%
22/02/2011,"37,241.15","37,253.02","36,763.91","36,781.55",226.41M,-1.24%
23/02/2011,"36,808.12","36,865.16","36,325.94","36,464.07",230.52M,-0.86%
24/02/2011,"36,464.07","36,633.07","36,318.55","36,446.56",187.17M,-0.05%
25/02/2011,"36,449.98","36,888.51","36,445.18","36,880.20",160.20M,1.19%
28/02/2011,"36,880.20","37,199.63","36,880.20","37,019.70",249.42M,0.38%
01/03/2011,"37,019.70","37,172.89","36,768.09","36,768.09",152.84M,-0.68%
02/03/2011,"36,768.09","36,912.35","36,689.84","36,863.53",151.72M,0.26%
03/03/2011,"36,889.47","37,217.21","36,889.47","37,132.98",167.83M,0.73%
04/03/2011,"37,132.98","37,231.98","36,760.73","36,900.84",117.06M,-0.63%
07/03/2011,"36,901.78","36,945.26","36,572.98","36,603.30",132.91M,-0.81%
08/03/2011,"36,603.30","36,825.68","36,557.75","36,688.12",139.26M,0.23%
09/03/2011,"36,690.56","36,690.56","36,430.14","36,450.19",170.58M,-0.65%
10/03/2011,"36,440.14","36,440.14","35,770.09","35,891.41",166.30M,-1.53%
11/03/2011,"35,888.46","36,092.53","35,671.93","36,091.22",119.47M,0.56%
14/03/2011,"36,088.89","36,205.88","35,809.35","36,205.76",111.24M,0.32%
15/03/2011,"36,203.78","36,203.78","35,538.42","36,012.17",145.34M,-0.53%
16/03/2011,"36,010.85","36,058.54","35,559.95","35,655.31",176.08M,-0.99%
17/03/2011,"35,657.64","36,057.04","35,540.59","35,621.68",145.75M,-0.09%
18/03/2011,"35,621.68","35,827.06","35,418.50","35,418.50",295.06M,-0.57%
22/03/2011,"35,445.31","35,925.65","35,358.87","35,925.35",144.54M,1.43%
23/03/2011,"35,933.73","36,546.62","35,933.73","36,546.62",172.98M,1.73%
24/03/2011,"36,544.77","36,883.26","36,539.13","36,872.38",219.73M,0.89%
25/03/2011,"36,874.44","36,949.74","36,719.53","36,784.27",123.68M,-0.24%
28/03/2011,"36,784.27","36,900.99","36,728.88","36,767.86",85.11M,-0.04%
29/03/2011,"36,770.53","36,875.12","36,656.41","36,795.89",134.33M,0.08%
30/03/2011,"36,795.89","37,233.95","36,795.89","37,210.27",156.87M,1.13%
31/03/2011,"37,210.08","37,563.99","37,128.37","37,440.51",238.50M,0.62%
01/04/2011,"37,440.10","37,931.38","37,440.10","37,775.07",180.17M,0.89%
04/04/2011,"37,767.00","37,978.88","37,765.82","37,903.58",107.32M,0.34%
05/04/2011,"37,903.58","38,014.53","37,799.10","37,832.96",176.87M,-0.19%
06/04/2011,"37,833.95","38,091.18","37,777.42","37,861.81",171.50M,0.08%
07/04/2011,"37,862.97","37,951.24","37,338.94","37,471.54",230.64M,-1.03%
08/04/2011,"37,471.54","37,655.80","37,334.50","37,471.72",164.44M,0.00%
11/04/2011,"37,473.40","37,762.45","37,466.84","37,590.67",152.47M,0.32%
12/04/2011,"37,590.43","37,590.43","37,277.84","37,321.80",151.61M,-0.72%
13/04/2011,"37,339.24","37,496.38","37,200.79","37,347.69",144.50M,0.07%
14/04/2011,"37,347.69","37,400.62","37,037.97","37,069.96",139.80M,-0.74%
15/04/2011,"37,080.47","37,135.11","36,955.92","36,988.38",145.86M,-0.22%
18/04/2011,"36,990.91","36,990.91","36,255.78","36,332.10",137.09M,-1.77%
19/04/2011,"36,333.20","36,442.03","36,090.65","36,440.22",129.23M,0.30%
20/04/2011,"36,443.67","36,818.62","36,443.67","36,816.31",117.07M,1.03%
