Fecha,Apertura,Maximo,Minimo,Cierre,Aj_Cierre,Volumen,Variacion,Yahoo_EQ_Investing
04/01/2010,32120.74023,32758.5293,32120.74023,32758.5293,32758.5293,136257800,0.0199,si
05/01/2010,32729.30078,33073.71094,32628.24023,32732.75977,32732.75977,165541900,-0.0008,si
06/01/2010,32730.41992,32922.12109,32639.43945,32830.16016,32830.16016,126000100,0.003,si
07/01/2010,32830.21875,33069.78125,32670.98047,33064.57031,33064.57031,123563200,0.0071,si
08/01/2010,33067.57031,33080.05078,32779.66016,32892.03906,32892.03906,109516900,-0.0052,si
11/01/2010,32892.10938,33047.23047,32711.03906,32935.37891,32935.37891,150332200,0.0013,si
12/01/2010,32950.33984,32976.60938,32719.61914,32792.66016,32792.66016,139205800,-0.0043,si
13/01/2010,32792.87109,32929.32031,32607.93945,32836.07813,32836.07813,143683200,0.0013,si
14/01/2010,32843.55859,32847.92969,32429.66992,32729.58008,32729.58008,447963200,-0.0032,si
15/01/2010,32725.41016,32728.41016,32262.09961,32262.30078,32262.30078,318270300,-0.0143,si
18/01/2010,32262.5293,32491.48047,32262.5293,32482.73047,32482.73047,32108200,0.0068,si
19/01/2010,32493.35938,32618.00977,32367.85938,32473.05078,32473.05078,213255300,-0.0003,si
20/01/2010,32466.03906,32466.03906,31946.76953,32025.33984,32025.33984,215329000,-0.0138,si
21/01/2010,32033.84961,32151.80078,31181.7207,31205.30078,31205.30078,243330800,-0.0256,si
22/01/2010,31203.09961,31212.55078,30612.06055,30830.91016,30830.91016,210227600,-0.012,si
25/01/2010,30831.40039,31080.98047,30465.06055,30465.06055,30465.06055,196961600,-0.0119,si
26/01/2010,30461.85938,30764.75977,30209.08984,30651.56055,30651.56055,183139500,0.0061,si
27/01/2010,30629.78906,30677.03906,30082.76953,30610.83008,30610.83008,306309200,-0.0013,si
28/01/2010,30620.58984,30926.05078,30334.66992,30811.34961,30811.34961,202374700,0.0066,si
29/01/2010,30811.4707,31002.78906,30343.05078,30391.60938,30391.60938,241668900,-0.0136,si
02/02/2010,30416.64063,30922.0293,30416.64063,30876.65039,30876.65039,183848300,0.016,si
03/02/2010,30869.99023,31396.90039,30763.64063,31287.03906,31287.03906,212362200,0.0133,si
04/02/2010,31285.5293,31285.5293,30530.41016,30603.71094,30603.71094,182901900,-0.0218,si
05/02/2010,30603.88086,30630.73047,29926.06055,30630.73047,30630.73047,202078000,0.0009,si
08/02/2010,30633.38086,30778.01953,30528.96094,30649.43945,30649.43945,147957200,0.0006,si
09/02/2010,30649.55078,30998.17969,30649.55078,30818.48047,30818.48047,184952300,0.0055,si
10/02/2010,30836.60938,30897.94922,30460.30078,30746.05078,30746.05078,157155400,-0.0024,si
11/02/2010,30746.53906,30994.33984,30686.83008,30845.63086,30845.63086,144841900,0.0032,si
12/02/2010,30845.75,31005.74023,30641.03906,31005.74023,31005.74023,125680300,0.0052,si
15/02/2010,31006.53906,31120.7207,30896.10938,31038.32031,31038.32031,33729400,0.0011,si
16/02/2010,31071.64063,31644.76953,31071.64063,31644.76953,31644.76953,167793000,0.0195,si
17/02/2010,31644.91016,31892.11914,31641.18945,31892.11914,31892.11914,163983200,0.0078,si
18/02/2010,31889.07031,32216.93945,31695.63086,32170.78906,32170.78906,193725100,0.0087,si
19/02/2010,32160.2207,32283.14063,31890.73047,32172.10938,32172.10938,198987100,0,si
22/02/2010,32172.2207,32272.16016,32023.53906,32034.33984,32034.33984,183649600,-0.0043,si
23/02/2010,32020.94922,32020.94922,31598.06055,31850.24023,31850.24023,156648200,-0.0057,si
24/02/2010,31850.78906,31990.35938,31777.49023,31788.53906,31788.53906,141239700,-0.0019,si
25/02/2010,31777.38086,31777.38086,31396.7793,31649.09961,31649.09961,124758900,-0.0044,si
26/02/2010,31682.98047,31866.42969,31548.40039,31634.53906,31634.53906,190955900,-0.0005,si
01/03/2010,31637.89063,31888.30078,31637.89063,31765.14063,31765.14063,147752900,0.0041,si
02/03/2010,31765.33008,32148.91992,31763.44922,32055.03906,32055.03906,156406700,0.0091,si
03/03/2010,32055.11914,32431.21094,31998.11914,32353.53906,32353.53906,205110200,0.0093,si
04/03/2010,32353.84961,32508.26953,32085.06055,32202,32202,137551500,-0.0047,si
05/03/2010,32208.99023,32529.59961,32208.99023,32436.5293,32436.5293,153270100,0.0073,si
08/03/2010,32415.15039,32535.96094,32399.10938,32520.26953,32520.26953,154426300,0.0026,si
09/03/2010,32520.65039,32631.00977,32419.16992,32514.16992,32514.16992,161540500,-0.0002,si
10/03/2010,32514.33008,32718.40039,32500.92969,32505.75977,32505.75977,171740700,-0.0003,si
11/03/2010,32506.33984,32631.06055,32353.91992,32602.93945,32602.93945,126743000,0.003,si
12/03/2010,32598.2793,32725.25977,32521.35938,32578.05078,32578.05078,102685700,-0.0008,si
16/03/2010,32581.90039,32774.32813,32503.33984,32723.90039,32723.90039,137764000,0.0045,si
17/03/2010,32724.19922,33000,32723.58984,32798.30078,32798.30078,207372200,0.0023,si
18/03/2010,32800.10156,32977.35156,32634.55078,32969.82813,32969.82813,198763700,0.0052,si
19/03/2010,32968.89063,33025.82813,32780.28906,33022.83984,33022.83984,254168700,0.0016,si
22/03/2010,33022.69922,33193.83984,32876.71875,33142.01953,33142.01953,156847200,0.0036,si
23/03/2010,33142.73047,33410.23828,33122.07031,33361.26953,33361.26953,181161200,0.0066,si
24/03/2010,33361.33984,33474.89844,33159.51953,33160.96875,33160.96875,199658400,-0.006,si
25/03/2010,33156.87891,33366.35938,33125.23047,33164.32813,33164.32813,168436000,0.0001,si
26/03/2010,33165.42969,33336.80078,33082.58984,33147.80859,33147.80859,151328000,-0.0005,si
29/03/2010,33147.03906,33448.48047,33144.69922,33416.10156,33416.10156,124009200,0.0081,si
30/03/2010,33420.76172,33589.08984,33288.94922,33399.46094,33399.46094,139166200,-0.0005,si
31/03/2010,33399.87109,33429.67188,33214.46875,33266.42969,33266.42969,239511300,-0.004,si
05/04/2010,33267.46875,33779.35156,33266.67188,33648.89063,33648.89063,222997300,0.0115,si
06/04/2010,33649.94141,33821.71875,33611.67188,33801.21094,33801.21094,162046700,0.0045,si
07/04/2010,33801.28906,33802.58984,33589.37891,33632.35156,33632.35156,208564400,-0.005,si
08/04/2010,33630.83984,33667.25,33314.92969,33567.35156,33567.35156,190739600,-0.0019,si
09/04/2010,33569.57813,33841.07031,33524.42188,33840.85156,33840.85156,137222200,0.0081,si
12/04/2010,33831.92188,33925.05078,33681.23047,33852.39063,33852.39063,94528800,0.0003,si
13/04/2010,33805.23047,33877.80078,33727.19922,33819.03906,33819.03906,138260600,-0.001,si
14/04/2010,33822.03125,34113.96094,33822.03125,34113.92969,34113.92969,213715700,0.0087,si
15/04/2010,34108.69141,34223.87109,34003.96094,34134.23047,34134.23047,145624200,0.0006,si
16/04/2010,34162.67188,34163.26953,33484.33984,33621.39063,33621.39063,201060900,-0.015,si
19/04/2010,33588.64844,33700.33984,33212.35156,33439.76953,33439.76953,138270800,-0.0054,si
20/04/2010,33439.01953,33823.37891,33439.01953,33813.16016,33813.16016,140801000,0.0112,si
21/04/2010,33814.57813,33822.32031,33480.85156,33517.17969,33517.17969,153202500,-0.0088,si
22/04/2010,33509.69922,33674.21875,33210.07813,33658.37109,33658.37109,210836600,0.0042,si
23/04/2010,33676.23047,33954.08984,33617.69141,33853.69141,33853.69141,234711000,0.0058,si
26/04/2010,33856.37891,33999.92188,33746.92969,33771.55078,33771.55078,186455300,-0.0024,si
27/04/2010,33722.51172,33722.51172,32679.35938,32679.35938,32679.35938,236783400,-0.0323,si
28/04/2010,32679.16992,32955.07813,32385.08984,32952.85938,32952.85938,218786300,0.0084,si
29/04/2010,32953.76953,33228.01953,32850.19922,32861,32861,215587000,-0.0028,si
30/04/2010,32861.16016,33246.25,32653.80078,32687.32031,32687.32031,287810400,-0.0053,si
03/05/2010,32692.67,32974.68,32525.39,32832.45,32832.45,186300000,0.0044,no
04/05/2010,32803.89844,32809.55859,31913.41992,32120.65039,32120.65039,269130400,-0.0217,si
05/05/2010,32112.90039,32258.30078,31574.5293,31995.2793,31995.2793,239897000,-0.0039,si
06/05/2010,31997.98047,32258.06055,30649.66016,31398.9707,31398.9707,287186800,-0.0186,si
07/05/2010,31404.13086,31602.18945,30981.21094,31488.82031,31488.82031,246336700,0.0029,si
10/05/2010,31538.48047,32696.49023,31538.48047,32276.91992,32276.91992,215496400,0.025,si
11/05/2010,32277.10938,32360.50977,32038.84961,32119.10938,32119.10938,189247300,-0.0049,si
12/05/2010,32140.63086,32395.65039,32140.63086,32379.63086,32379.63086,205184700,0.0081,si
13/05/2010,32381.0293,32493.73047,32263.58008,32342.42969,32342.42969,124886900,-0.0011,si
14/05/2010,32339.58008,32339.58008,31721.5293,31812.73047,31812.73047,141704600,-0.0164,si
17/05/2010,31804.0293,31947.42969,31338.86914,31580.63086,31580.63086,155416600,-0.0073,si
18/05/2010,31580.49023,31919.14063,31136.34961,31136.34961,31136.34961,157100700,-0.0141,si
19/05/2010,31136.15039,31142.5,30834.61914,30992.75977,30992.75977,229155900,-0.0046,si
20/05/2010,30976.85938,30976.85938,30255.35938,30368.08008,30368.08008,277577500,-0.0202,si
21/05/2010,30376.64063,30809.4707,30074.06055,30629.15039,30629.15039,255529600,0.0086,si
24/05/2010,30629.17969,30938.15039,30563.50977,30759.48047,30759.48047,136201500,0.0043,si
25/05/2010,30756.75,30756.75,30102.08984,30634.16992,30634.16992,318166000,-0.0041,si
26/05/2010,30667.73047,31478.18945,30667.73047,31328.49023,31328.49023,325023200,0.0227,si
27/05/2010,31329.13086,32056.34961,31329.13086,32056.16016,32056.16016,259211800,0.0232,si
28/05/2010,32056.10938,32071.91992,31419.2793,31547.55078,31547.55078,201026400,-0.0159,si
31/05/2010,31547.33008,32126.2207,31547.33008,32038.5293,32038.5293,216497400,0.0156,si
01/06/2010,31988.63086,31988.63086,31245.28906,31245.83008,31245.83008,251248000,-0.0247,si
02/06/2010,31245.91992,31544.66016,31227.83008,31411.91016,31411.91016,175993300,0.0053,si
03/06/2010,31420.69922,31667.82031,31240.90039,31331.85938,31331.85938,153007800,-0.0025,si
04/06/2010,31312.23047,31312.23047,30973.0293,30992.65039,30992.65039,159165700,-0.0108,si
07/06/2010,31014.99023,31137.60938,30690.53906,30739.00977,30739.00977,101899000,-0.0082,si
08/06/2010,30739.31055,31073.9707,30739.31055,31059.83008,31059.83008,152759400,0.0104,si
09/06/2010,31060.56055,31508.63086,31060.56055,31209.33008,31209.33008,170444800,0.0048,si
10/06/2010,31231.96094,31916.55078,31231.96094,31910.2207,31910.2207,223473400,0.0225,si
11/06/2010,31904.36914,32246.89063,31670.2793,32124.2793,32124.2793,152371900,0.0067,si
14/06/2010,32129.94922,32511.65039,32129.94922,32238.41016,32238.41016,145984100,0.0036,si
15/06/2010,32238.9707,32749.08984,32238.9707,32685.40039,32685.40039,179968600,0.0139,si
16/06/2010,32669.68945,32870.28125,32596.90039,32805.62891,32805.62891,142010000,0.0037,si
17/06/2010,32804.05859,32854.76172,32630.33008,32775.33984,32775.33984,134987100,-0.0009,si
18/06/2010,32771.48828,32946.89063,32629.91016,32814.62109,32814.62109,165006200,0.0012,si
21/06/2010,32816.5,33290.91016,32816.5,32882,32882,122782400,0.0021,si
22/06/2010,32878.57813,32984.91016,32470.69922,32470.69922,32470.69922,124243300,-0.0125,si
23/06/2010,32470.76953,32663.28906,32180.32031,32663.28906,32663.28906,158766800,0.0059,si
24/06/2010,32663.00977,32663.00977,32276.69922,32312.75977,32312.75977,119407600,-0.0107,si
25/06/2010,32310.03906,32659.57031,32254.43945,32607.13086,32607.13086,119346800,0.0091,si
28/06/2010,32609.99023,32693.0293,32417.81055,32568.18945,32568.18945,106385300,-0.0012,si
29/06/2010,32535.51953,32535.51953,31440.2793,31473.19922,31473.19922,202152300,-0.0336,si
30/06/2010,31490.33008,31793.67969,31151.09961,31156.9707,31156.9707,363224800,-0.01,si
01/07/2010,31153.51953,31261.16992,30542.5293,31197.03906,31197.03906,246699400,0.0013,si
02/07/2010,31212.75,31435.51953,31075.13086,31379.66992,31379.66992,126017200,0.0059,si
05/07/2010,31453.31055,31477.51953,31336.31055,31391.44922,31391.44922,15294200,0.0004,si
06/07/2010,31396.21094,31989.80078,31343.00977,31533.58008,31533.58008,158454100,0.0045,si
07/07/2010,31519.81055,32042.23047,31502.83008,32035.18945,32035.18945,149317900,0.0159,si
08/07/2010,32035.16992,32171.57031,31733.60938,31960.64063,31960.64063,141505100,-0.0023,si
09/07/2010,31961.2207,32107.56055,31784.07031,32004.31055,32004.31055,104119400,0.0014,si
12/07/2010,32037.43945,32116.41016,31788.23047,31870.55078,31870.55078,84430000,-0.0042,si
13/07/2010,31871.56055,32251.05078,31871.56055,32185.19922,32185.19922,143620800,0.0099,si
14/07/2010,32185.40039,32385.00977,32101.49023,32305.71094,32305.71094,143231900,0.0037,si
15/07/2010,32305.30078,32387.16992,32114.60938,32381.06055,32381.06055,120083700,0.0023,si
16/07/2010,32382.49023,32383.75,31736.13086,31783.39063,31783.39063,122753500,-0.0185,si
19/07/2010,31803.82031,32005.66992,31785.2207,31845.88086,31845.88086,85016600,0.002,si
20/07/2010,31843.33984,32025.17969,31613.55078,32024.26953,32024.26953,109342000,0.0056,si
21/07/2010,32024.61914,32318.33008,32001.94922,32108.99023,32108.99023,151882000,0.0026,si
22/07/2010,32135.18945,32720.75977,32135.18945,32720.75977,32720.75977,166472600,0.0191,si
23/07/2010,32721.01953,32818.48047,32510.49023,32806.03125,32806.03125,164283600,0.0026,si
26/07/2010,32814.98047,33041.37891,32803.62109,32958.89063,32958.89063,146615700,0.0047,si
27/07/2010,32959.89063,33043.57031,32643.19922,32695.31055,32695.31055,170666900,-0.008,si
28/07/2010,32694.64063,32744.61914,32500.0293,32665.56055,32665.56055,177610400,-0.0009,si
29/07/2010,32666.16016,32802.30078,32408.11914,32463.7207,32463.7207,178377600,-0.0062,si
30/07/2010,32450.46094,32454.92969,32198.33984,32308.74023,32308.74023,342781000,-0.0048,si
02/08/2010,32308.88086,32819.73047,32308.88086,32816.51953,32816.51953,205933500,0.0157,si
03/08/2010,32808.80859,32862.05859,32613.65039,32768.07813,32768.07813,143955600,-0.0015,si
04/08/2010,32767.2207,32975.67969,32749.10938,32900.48047,32900.48047,144999700,0.004,si
05/08/2010,32900.19141,32961.92188,32793.64063,32907.19141,32907.19141,132091400,0.0002,si
06/08/2010,32900.48047,32956.62109,32753.30078,32917.92188,32917.92188,129098200,0.0003,si
09/08/2010,32918.35938,33022.08984,32802.51172,32837.57031,32837.57031,101037500,-0.0024,si
10/08/2010,32837.32031,32837.32031,32518.69922,32685.51953,32685.51953,149397800,-0.0046,si
11/08/2010,32684.86914,32684.86914,32055.34961,32058.57031,32058.57031,162204300,-0.0192,si
12/08/2010,32058.03906,32106.98047,31830.65039,32041.13086,32041.13086,132257400,-0.0005,si
13/08/2010,32044.75,32154.2207,32025.63086,32099.75,32099.75,98486800,0.0018,si
16/08/2010,32091.69922,32135.55078,31785.06055,32119.88086,32119.88086,101139600,0.0006,si
17/08/2010,32122.39063,32435.10938,32119.09961,32286.08008,32286.08008,149561000,0.0052,si
18/08/2010,32288.03906,32414.63086,32164.24023,32408.30078,32408.30078,165011300,0.0038,si
19/08/2010,32408.44922,32421.19922,31972.11914,32153.63086,32153.63086,137762500,-0.0079,si
20/08/2010,32132.2207,32291.83008,32016.66016,32291.66992,32291.66992,82794800,0.0043,si
23/08/2010,32295.57031,32404.51953,32105.92969,32142.66992,32142.66992,113470800,-0.0046,si
24/08/2010,32136.36914,32136.36914,31361.33008,31364.89063,31364.89063,239867000,-0.0242,si
25/08/2010,31366.63086,31463.5,30916.05078,31453.7207,31453.7207,232616300,0.0028,si
26/08/2010,31472.21094,31633.78906,31172.7207,31217.99023,31217.99023,162801900,-0.0075,si
27/08/2010,31238.60938,31757.0293,31237.80078,31755.34961,31755.34961,153247800,0.0172,si
30/08/2010,31746.75977,31815.78906,31374.07031,31382.66992,31382.66992,109679400,-0.0117,si
31/08/2010,31381.39063,31692.09961,31361.92969,31679.84961,31679.84961,414447100,0.0095,si
01/09/2010,31680.58984,32385.50977,31680.58984,32339.23047,32339.23047,231942400,0.0208,si
02/09/2010,32339.91016,32538.5293,32270.23047,32417.33008,32417.33008,132121800,0.0024,si
03/09/2010,32420.33984,32871.37109,32420.31055,32592.86914,32592.86914,136547200,0.0054,si
06/09/2010,32592.9707,32754.06055,32549.68945,32746.66992,32746.66992,45257000,0.0047,si
07/09/2010,32744.08984,32744.08984,32418.78906,32448.40039,32448.40039,141376800,-0.0091,si
08/09/2010,32452.2207,32561.38086,32409.59961,32409.59961,32409.59961,188211500,-0.0012,si
09/09/2010,32409.5293,32606.90039,32409.5293,32518.98047,32518.98047,143405500,0.0034,si
10/09/2010,32519.30078,32631.39063,32451.16992,32626.86914,32626.86914,106885500,0.0033,si
13/09/2010,32628.2793,33098.87891,32628.2793,32921.62891,32921.62891,144499300,0.009,si
14/09/2010,32921.53125,33097.03125,32771.01953,33058,33058,147295900,0.0041,si
15/09/2010,33054.62109,33059.87891,32887.42188,33046.69141,33046.69141,178080500,-0.0003,si
20/09/2010,33057.01172,33288.42188,32973.05078,33273.53125,33273.53125,198838700,0.0069,si
21/09/2010,33273.91016,33396.21094,33199.30859,33296.69141,33296.69141,169355600,0.0007,si
22/09/2010,33296.62891,33301.17188,33126.64844,33207.21094,33207.21094,146618700,-0.0027,si
23/09/2010,33205.5,33338.32813,32885.01953,33091.12891,33091.12891,136437900,-0.0035,si
24/09/2010,33097,33439.51172,33097,33280.75,33280.75,184276400,0.0057,si
27/09/2010,33279.82031,33305.37109,33111.67188,33122.44141,33122.44141,129270700,-0.0048,si
28/09/2010,33124.69141,33275.46094,32969.96875,33258.53125,33258.53125,140590400,0.0041,si
29/09/2010,33259.87109,33334.87891,33128.98047,33186.76172,33186.76172,133945500,-0.0022,si
30/09/2010,33187.51172,33530.82813,33052.48828,33330.33984,33330.33984,219404500,0.0043,si
01/10/2010,33332.21094,33812.30859,33332.05078,33807.48047,33807.48047,203298200,0.0143,si
04/10/2010,33807.71875,34156.76172,33791.16016,34040.17188,34040.17188,288198900,0.0069,si
05/10/2010,34040.53906,34364.44922,34004.62891,34257.39844,34257.39844,215039400,0.0064,si
06/10/2010,34258.26172,34415.80078,34217.96875,34370.64063,34370.64063,144740900,0.0033,si
07/10/2010,34371.28906,34442.96875,34214.23828,34257.80859,34257.80859,157288300,-0.0033,si
08/10/2010,34258.57031,34472.82813,34153.75,34464.82031,34464.82031,128116300,0.006,si
11/10/2010,34465.07813,34650.58984,34255.23047,34465.41016,34465.41016,149256500,0,si
12/10/2010,34464.17188,34464.17188,34186.08984,34437.39063,34437.39063,169334700,-0.0008,si
13/10/2010,34444.82813,34902.94141,34444.82813,34798.64844,34798.64844,227711800,0.0105,si
14/10/2010,34796.94922,34992.51953,34756.67969,34836.5,34836.5,186540400,0.0011,si
15/10/2010,34838.98828,34931.69922,34545.89844,34741.53906,34741.53906,181975800,-0.0027,si
18/10/2010,34748.30859,34920.60938,34680.76172,34919.30859,34919.30859,145266500,0.0051,si
19/10/2010,34918.92969,34918.92969,34452.01172,34452.21094,34452.21094,131788000,-0.0134,si
20/10/2010,34462.12891,34901.30078,34449.78906,34880.46875,34880.46875,200409200,0.0124,si
21/10/2010,34894.01953,35236.35938,34835.69922,34965.25,34965.25,187301900,0.0024,si
22/10/2010,34966.46094,35166.26172,34864.64063,35120.87891,35120.87891,126190100,0.0045,si
25/10/2010,35123.33984,35429.23047,35073.19141,35262.89063,35262.89063,120323400,0.004,si
26/10/2010,35264.26172,35401.14844,35132.64844,35373.39063,35373.39063,225974300,0.0031,si
27/10/2010,35380.75,35384.12891,35021.98047,35262.89844,35262.89844,165440900,-0.0031,si
28/10/2010,35259.92188,35547.42188,35229.30078,35376.71875,35376.71875,266584100,0.0032,si
29/10/2010,35400.35938,35630.10156,35304.23047,35568.21875,35568.21875,229229300,0.0054,si
01/11/2010,35573.71875,35885.64844,35551.28125,35722.71094,35722.71094,132328100,0.0043,si
03/11/2010,35722.82813,35998.01172,35716.71875,35843.80859,35843.80859,215073000,0.0034,si
04/11/2010,35844.66016,36322.51953,35844.66016,36198.60156,36198.60156,246338500,0.0099,si
05/11/2010,36198.60156,36376.07031,36133.07813,36317.51172,36317.51172,122468300,0.0033,si
08/11/2010,36317.51172,36543.39063,36130.14844,36543.39063,36543.39063,135850400,0.0062,si
09/11/2010,36543.39063,36813.98828,36188.67969,36198.03125,36198.03125,194750200,-0.0095,si
10/11/2010,36198.03125,36534.53125,36003.39063,36417.46875,36417.46875,191718400,0.0061,si
11/11/2010,36417.14063,36421.96094,36219.76953,36304.53906,36304.53906,123063000,-0.0031,si
12/11/2010,36304.67188,36307.07031,35966.44922,36057.39063,36057.39063,134918600,-0.0068,si
16/11/2010,36057.32813,36057.32813,35606.28125,35648.21094,35648.21094,164076000,-0.0113,si
17/11/2010,35645.44141,35867.07031,35620.48828,35842.48047,35842.48047,252577600,0.0054,si
18/11/2010,35844.67188,36322.12109,35844.67188,36322.12109,36322.12109,155870700,0.0134,si
19/11/2010,36321.21094,36601.46875,36185.12891,36601.39844,36601.39844,141508400,0.0077,si
22/11/2010,36601.94922,36710.73828,36411.96875,36710.46094,36710.46094,164020700,0.003,si
23/11/2010,36674.5,36675.58984,36150.75,36271.82813,36271.82813,191201100,-0.0119,si
24/11/2010,36271.82813,37085.94141,36271.82813,37079.28125,37079.28125,223098200,0.0223,si
25/11/2010,37078.96875,37153.94141,36921.91016,36969.19922,36969.19922,54316800,-0.003,si
26/11/2010,36944.21094,37035,36642.73047,36904.53125,36904.53125,84608200,-0.0017,si
29/11/2010,36904.53125,36916.46094,36498.62109,36890.60938,36890.60938,129439600,-0.0004,si
30/11/2010,36882.89063,36946.14844,36694.71875,36817.32031,36817.32031,310921600,-0.002,si
01/12/2010,36817.32031,37302.98047,36817.32031,37277.55859,37277.55859,157946000,0.0125,si
02/12/2010,37279.07031,37736.25,37255.32031,37399.46875,37399.46875,202823000,0.0033,si
03/12/2010,37399.46875,37527,37259.07813,37385.91016,37385.91016,143746800,-0.0004,si
06/12/2010,37387.67969,37758.28906,37358.03906,37737.12891,37737.12891,176284400,0.0094,si
07/12/2010,37737.23828,38119.07813,37737.23828,37880.12891,37880.12891,219801800,0.0038,si
08/12/2010,37881.16016,37884,37520.32031,37617.76953,37617.76953,139888600,-0.0069,si
09/12/2010,37621.14063,37739.73828,37445.64063,37567.39063,37567.39063,155964200,-0.0013,si
10/12/2010,37567.39063,37677.94922,37368.08984,37677.78125,37677.78125,167268800,0.0029,si
13/12/2010,37677.78125,38006.44141,37677.78125,37894.33984,37894.33984,114444000,0.0057,si
14/12/2010,37889.83984,38000.87109,37826.73047,37901.03906,37901.03906,164355600,0.0002,si
15/12/2010,37906.10156,37921.35938,37531.57031,37676.55078,37676.55078,160733000,-0.0059,si
16/12/2010,37731.32813,37843.55078,37638.69141,37832.85938,37832.85938,117490800,0.0041,si
17/12/2010,37832.85938,38532.42188,37627.53906,37997.33984,37997.33984,278649600,0.0043,si
20/12/2010,37997.17969,38139.17969,37865.98047,37975.48047,37975.48047,105789800,-0.0006,si
21/12/2010,37981.78125,38311.10938,37981.78125,38230.85938,38230.85938,220662200,0.0067,si
22/12/2010,38237.5,38243.01172,37991.39844,38172.91016,38172.91016,90583200,-0.0015,si
23/12/2010,38172.91016,38199.14063,38039.78125,38131.46875,38131.46875,81629200,-0.0011,si
24/12/2010,38128.86,38162.32,38048.67,38081.07,38081.07,6620000,-0.0013,no
27/12/2010,38081.07031,38139.83984,37833.51953,38132.85156,38132.85156,50938200,0.0014,si
28/12/2010,38132.87109,38218.64844,38113.01172,38147.51172,38147.51172,76702600,0.0004,si
29/12/2010,38147.51172,38271.44141,38111.01172,38230.19922,38230.19922,67122200,0.0022,si
30/12/2010,38230.82031,38383.76953,38183.62891,38243.14063,38243.14063,68096000,0.0003,si
31/12/2010,38244.51,38550.79,38189.85,38550.79,38550.79,80390000,0.008,no
03/01/2011,38552.87109,38876.76172,38536.71094,38605.80078,38605.80078,124185400,0.0014,si
04/01/2011,38605.80078,38720.82813,38454.94141,38542.16016,38542.16016,131448400,-0.0016,si
05/01/2011,38542.16016,38699.10156,38322.14063,38696.23828,38696.23828,144782600,0.004,si
06/01/2011,38696.23828,38772.89844,38516.30078,38589.67188,38589.67188,145696400,-0.0028,si
07/01/2011,38597.89844,38711.73828,38346.37891,38600.85938,38600.85938,144050600,0.0003,si
10/01/2011,38608.67969,38633.82813,38184.10156,38378.16016,38378.16016,155053400,-0.0058,si
11/01/2011,38380.76953,38562.69922,38005.96094,38028.80859,38028.80859,188106000,-0.0091,si
12/01/2011,38028.80859,38347.39844,37874.76172,37963.30859,37963.30859,172640200,-0.0017,si
13/01/2011,37963.30859,38070.19141,37896.51953,38070.19141,38070.19141,161397200,0.0028,si
14/01/2011,38070.19141,38158.26953,37841.57031,37994.71875,37994.71875,136612400,-0.002,si
17/01/2011,37996.16016,38213.05078,37984.55078,38096.91016,38096.91016,52440600,0.0027,si
18/01/2011,38095.67969,38247.07031,37953.85938,38151.30078,38151.30078,195686400,0.0014,si
19/01/2011,38160.39063,38357.66016,37766.17969,37810.16016,37810.16016,144684600,-0.0089,si
20/01/2011,37815.14063,37815.14063,37361.32031,37584.67969,37584.67969,180803800,-0.006,si
21/01/2011,37584.67969,37731.05078,37321.10938,37321.10938,37321.10938,148830800,-0.007,si
24/01/2011,37322.32031,37667.98828,37214.67969,37667.89844,37667.89844,156290400,0.0093,si
25/01/2011,37673.78125,37816.14063,37358.71875,37470.76172,37470.76172,149678400,-0.0052,si
26/01/2011,37485.57031,37647.92969,37330.10156,37585.39844,37585.39844,166526200,0.0031,si
27/01/2011,37585.39844,37709.92188,37437.94141,37447.69922,37447.69922,157778200,-0.0037,si
28/01/2011,37445.71094,37473.78125,36634.19922,36839.71875,36839.71875,257168600,-0.0162,si
31/01/2011,36843.08984,36982.23828,36622.57031,36982.23828,36982.23828,183413000,0.0039,si
01/02/2011,36983.57031,37618.10156,36983.57031,37618.10156,37618.10156,210831400,0.0172,si
02/02/2011,37619.17969,38014.87891,37539.98047,37948.75,37948.75,199702200,0.0088,si
03/02/2011,37901.46094,37904.64844,37667.44141,37739.07813,37739.07813,200455400,-0.0055,si
04/02/2011,37754.26953,37764.30078,37451.83984,37451.83984,37451.83984,108142400,-0.0076,si
08/02/2011,37457.42188,37566.05078,37301.14844,37565.64844,37565.64844,153034600,0.003,si
09/02/2011,37567,37570.35938,36910.76172,36986.94141,36986.94141,191621800,-0.0154,si
10/02/2011,36986.94141,37018.17969,36614.96094,36652.12891,36652.12891,226111400,-0.0091,si
11/02/2011,36648.44141,37034.25,36523.73828,37011.48828,37011.48828,181228200,0.0098,si
14/02/2011,37018.55859,37082.89844,36900.33984,36998.92969,36998.92969,154647400,-0.0003,si
15/02/2011,37000.17969,37177,36835.17969,36951.25,36951.25,133573400,-0.0013,si
16/02/2011,36946.5,37179.5,36946.5,37074.92969,37074.92969,153520600,0.0033,si
17/02/2011,37074.92969,37290.64844,37024.53125,37226.42969,37226.42969,154638200,0.0041,si
18/02/2011,37228.26172,37664.78125,37191.21875,37522.30078,37522.30078,171699600,0.0079,si
21/02/2011,37522.30078,37550.37891,37170.03125,37242.05078,37242.05078,47497800,-0.0075,si
22/02/2011,37241.14844,37253.01953,36763.91016,36781.55078,36781.55078,226412800,-0.0124,si
23/02/2011,36808.12109,36865.16016,36325.94141,36464.07031,36464.07031,230524200,-0.0086,si
24/02/2011,36464.07031,36633.07031,36318.55078,36446.55859,36446.55859,187165600,-0.0005,si
